produto,categoria,preco,data,regiao,quantidade,desconto,idade,sexo,campanha,mes
Mouse,Roupas,985.9262043706462,2023-12-25,Leste,10.5,0.23712566306837665,50,F,Padrao,12
Laptop,Escritório,966.2544032952588,2022-10-11,Sul,2.0,0.0911866011564886,47,M,Promocao,10
Laptop,Roupas,95.14459019645808,2022-11-16,Norte,10.5,0.008530496007926524,46,M,Padrao,11
Tablet,Escritório,950.4412512779437,2022-08-18,Sul,9.0,0.27808126499825586,52,F,Promocao,8
Livro,Livros,303.1265015281104,2022-04-28,Oeste,8.0,0.19480289902690454,27,M,Promocao,4
Fone de ouvido,Eletrônicos,734.005828569534,2022-02-20,Leste,2.0,0.09997113765044006,33,M,Padrao,2
Mouse,Eletrônicos,995.292258400365,2023-06-20,Oeste,2.0,0.09996578048549955,39,M,Promocao,6
Mouse,Roupas,588.2010622318872,2022-10-14,Oeste,6.0,0.28308530680884436,41,M,Promocao,10
Cadeira,Eletrônicos,456.1193625856002,2023-09-17,Oeste,2.0,0.15061157583748266,34,M,Padrao,9
Laptop,Livros,87.42201686476943,2022-04-16,Oeste,6.0,0.24228401189268056,36,F,BlackFriday,4
Calça,Escritório,298.48514525858485,2023-10-14,Oeste,3.0,0.29710948061664144,60,F,BlackFriday,10
Mouse,Roupas,526.5022212894899,2022-08-28,Sul,9.0,0.04442405160375753,18,M,BlackFriday,8
Livro,Eletrônicos,39.36904750145777,2023-07-06,Sul,2.0,0.09389679867599153,56,M,Promocao,7
Camiseta,Livros,691.2151034876341,2023-11-12,Norte,13.5,0.13718420086648098,53,F,Promocao,11
Smartphone,Livros,941.6246122087709,2023-01-16,Oeste,9.0,0.053099001892000064,67,F,Padrao,1
Livro,Livros,210.35786382882512,2023-07-20,Leste,6.0,0.028763287043354333,45,M,Promocao,7
Mouse,Escritório,274.5403027996113,2023-01-19,Norte,2.0,0.2761061448986651,51,M,Promocao,1
Camiseta,Escritório,177.28337373075485,2022-04-24,Norte,7.0,0.23016604735288723,62,M,Promocao,4
Livro,Roupas,688.8114472808669,2023-11-11,Sul,1.5,0.003019658696560623,54,F,Padrao,11
Livro,Roupas,146.31818553360435,2022-09-02,Oeste,7.0,0.17331061336224934,38,M,Padrao,9
Calça,Roupas,398.25487217756535,2022-04-17,Norte,6.0,0.10827717985401732,38,F,BlackFriday,4
Smartphone,Eletrônicos,315.76490948660575,2022-05-06,Norte,9.0,0.03170113675393572,51,F,Promocao,5
Laptop,Livros,672.0431830022375,2023-11-27,Oeste,13.5,0.0491162920998016,21,F,Promocao,11
Teclado,Livros,272.5387589917941,2023-04-18,Sul,5.0,0.06285747608076789,64,F,BlackFriday,4
Livro,Escritório,738.3598884956674,2022-10-12,Leste,5.0,0.15012264762971642,30,M,BlackFriday,10
Laptop,Roupas,911.2623795205329,2023-06-14,Sul,5.0,0.14337025318598623,63,F,BlackFriday,6
Camiseta,Escritório,206.6974362816004,2023-01-10,Oeste,8.0,0.12087492476954624,54,F,BlackFriday,1
Calça,Eletrônicos,641.603288696178,2023-02-21,Leste,3.0,0.08205744152706658,44,M,Padrao,2
Cadeira,Eletrônicos,840.9303132634116,2022-10-30,Leste,2.0,0.0608241614440648,40,F,BlackFriday,10
Laptop,Roupas,253.97469796371095,2023-06-18,Oeste,7.0,0.28790422973613705,53,M,Padrao,6
Mouse,Eletrônicos,440.18861960112883,2022-05-14,Sul,8.0,0.1631366473263714,18,M,Padrao,5
Mouse,Eletrônicos,313.3759611553639,2022-05-21,Oeste,8.0,0.24516994215585763,19,F,Promocao,5
Tablet,Escritório,822.1764698906488,2023-01-29,Norte,5.0,0.11015653247916365,25,F,Promocao,1
Mouse,Livros,303.9729493286518,2023-06-21,Norte,3.0,0.2919901846248914,24,M,BlackFriday,6
Teclado,Escritório,554.9703581513462,2023-04-02,Norte,2.0,0.04646706071901724,39,M,Padrao,4
Smartphone,Livros,344.38319699618086,2023-01-05,Oeste,9.0,0.16597829428156727,53,M,Padrao,1
Teclado,Roupas,357.5690662126999,2022-12-26,Oeste,4.5,0.05495011636839466,58,F,BlackFriday,12
Cadeira,Livros,885.0844207787733,2022-06-01,Norte,6.0,0.13757914889480238,68,F,Padrao,6
Fone de ouvido,Eletrônicos,920.3915505065154,2023-07-07,Norte,3.0,0.14908603486185626,21,M,Padrao,7
Cadeira,Roupas,396.29087276004475,2022-10-28,Oeste,1.0,0.28350814386766177,44,M,BlackFriday,10
Livro,Eletrônicos,783.3165340488891,2022-06-05,Norte,4.0,0.07658056971248678,42,M,BlackFriday,6
Laptop,Escritório,288.4205257239588,2023-10-13,Norte,6.0,0.15943189969781568,26,F,BlackFriday,10
Mouse,Escritório,642.6750279219585,2022-10-10,Leste,8.0,0.09265753589260856,44,M,Promocao,10
Smartphone,Eletrônicos,102.86111633607028,2023-06-03,Norte,5.0,0.28927395881373086,46,M,Promocao,6
Fone de ouvido,Eletrônicos,424.3356104774642,2023-08-15,Leste,8.0,0.050273494797212014,61,F,Promocao,8
Fone de ouvido,Roupas,520.9925503540258,2023-04-01,Norte,7.0,0.2994544358665041,46,F,Promocao,4
Calça,Roupas,359.5764996698767,2023-03-14,Oeste,5.0,0.11694985243802443,31,F,BlackFriday,3
Teclado,Eletrônicos,196.4191940244301,2022-01-23,Leste,2.0,0.09480648814502313,54,M,Padrao,1
Smartphone,Eletrônicos,355.0408824042983,2023-09-20,Norte,2.0,0.11414087767944217,68,F,Padrao,9
Laptop,Escritório,150.64586966595803,2023-04-28,Oeste,8.0,0.10282218729081084,34,F,Promocao,4
Laptop,Roupas,212.22685947523777,2023-01-25,Norte,4.0,0.18102869623829904,20,F,Promocao,1
Cadeira,Livros,630.1940671973023,2023-03-20,Norte,7.0,0.06265537083359175,62,F,BlackFriday,3
Camiseta,Escritório,678.4132794820094,2023-11-19,Oeste,9.0,0.19301557524050894,67,M,Padrao,11
Laptop,Escritório,382.759794877535,2023-06-21,Sul,5.0,0.10574945302152536,49,F,Padrao,6
Camiseta,Roupas,239.51431772871945,2023-03-10,Sul,7.0,0.06679751066947855,48,F,Padrao,3
Tablet,Livros,991.5878975121775,2022-05-05,Leste,9.0,0.10246109580552992,35,M,Promocao,5
Calça,Roupas,971.0511827738587,2022-07-05,Norte,1.0,0.023978490455830292,27,F,Padrao,7
Camiseta,Livros,230.9589555015958,2022-10-17,Leste,1.0,0.24652794751128146,56,F,Promocao,10
Mouse,Escritório,672.857268744613,2023-04-03,Oeste,2.0,0.08960226065014221,54,F,Promocao,4
Fone de ouvido,Roupas,54.56807230780648,2023-01-17,Norte,3.0,0.18388856830930206,33,M,Promocao,1
Camiseta,Livros,272.4837838618439,2022-10-24,Sul,9.0,0.24276777213950973,34,F,Promocao,10
Cadeira,Escritório,71.51737600762384,2022-12-01,Sul,10.5,0.2991925300201385,22,M,Padrao,12
Smartphone,Eletrônicos,727.99855536769,2023-04-10,Sul,6.0,0.01575807460454882,27,F,BlackFriday,4
Tablet,Escritório,113.74368310737107,2023-09-23,Leste,8.0,0.09215196047633228,69,M,Promocao,9
Calça,Escritório,771.3807186343558,2023-08-02,Leste,5.0,0.29841666541265083,62,F,BlackFriday,8
Calça,Roupas,106.00650848371404,2023-06-21,Norte,5.0,0.15570039551860676,65,F,Padrao,6
Livro,Roupas,468.7892597641716,2023-02-24,Oeste,6.0,0.03933022926169453,47,M,Padrao,2
Livro,Eletrônicos,757.7654298775686,2022-05-28,Sul,7.0,0.05999554619510623,67,M,Promocao,5
Smartphone,Livros,107.92113808743265,2023-03-07,Norte,3.0,0.1318880319376002,24,F,BlackFriday,3
Cadeira,Roupas,609.0824600284402,2023-06-03,Sul,8.0,0.13589853631808357,57,F,BlackFriday,6
Cadeira,Eletrônicos,595.4828883756351,2023-09-18,Leste,4.0,0.2859720345219319,57,M,Padrao,9
Cadeira,Eletrônicos,974.7276357420822,2023-04-08,Norte,6.0,0.2604632742359492,32,F,Padrao,4
Cadeira,Escritório,938.901210120043,2022-07-20,Leste,2.0,0.20917410760892813,26,F,BlackFriday,7
Smartphone,Escritório,690.3603393887744,2022-07-21,Oeste,8.0,0.18135479192907775,63,F,Padrao,7
Teclado,Eletrônicos,64.96202248624236,2022-02-26,Oeste,9.0,0.22781077153935397,51,F,Promocao,2
Livro,Livros,690.6497108207485,2022-03-20,Oeste,5.0,0.2644073099309834,52,F,Promocao,3
Teclado,Livros,956.1805282700933,2023-05-17,Norte,8.0,0.24408922754029,25,M,BlackFriday,5
Camiseta,Escritório,434.12036629074925,2023-10-06,Sul,9.0,0.29094923147614427,40,M,Padrao,10
Smartphone,Roupas,908.2636365139408,2023-02-28,Oeste,2.0,0.2480967852385423,47,F,Promocao,2
Livro,Escritório,669.507435624829,2023-11-08,Oeste,4.5,0.0160170070860417,41,F,BlackFriday,11
Fone de ouvido,Roupas,178.2316743251338,2023-04-20,Norte,3.0,0.010493730276691482,62,M,Padrao,4
Mouse,Eletrônicos,726.6424754435957,2023-01-28,Oeste,3.0,0.26160258418271687,40,M,BlackFriday,1
Calça,Escritório,399.8668314057643,2023-11-06,Leste,6.0,0.1625183638181337,39,M,Promocao,11
Mouse,Livros,241.91224930343046,2023-05-24,Oeste,7.0,0.2827624087833911,46,M,Promocao,5
Livro,Livros,327.7059674722273,2023-07-05,Norte,4.0,0.15448097549095502,23,F,BlackFriday,7
Mouse,Eletrônicos,745.9581892244407,2023-04-17,Oeste,4.0,0.026586322094136836,58,M,BlackFriday,4
Camiseta,Livros,751.6920930558863,2022-05-20,Oeste,8.0,0.03726270765364385,35,F,BlackFriday,5
Mouse,Escritório,757.3247479023479,2023-12-04,Leste,13.5,0.2858112284045239,66,F,Padrao,12
Smartphone,Eletrônicos,178.6506955931001,2022-03-22,Sul,7.0,0.15721851768700698,58,F,BlackFriday,3
Livro,Livros,833.5763795559684,2023-12-16,Leste,3.0,0.24060532591912562,54,F,Padrao,12
Fone de ouvido,Livros,793.0577901876882,2023-04-08,Sul,4.0,0.281226654730233,30,F,BlackFriday,4
Mouse,Roupas,964.3418497127589,2023-12-22,Leste,6.0,0.1929630563958786,26,M,Promocao,12
Fone de ouvido,Livros,243.75681843810997,2022-07-04,Leste,7.0,0.1139946327372313,43,F,Padrao,7
Tablet,Roupas,55.85062100166771,2023-05-27,Oeste,2.0,0.24804297156692,19,M,BlackFriday,5
Cadeira,Eletrônicos,584.7968875080825,2023-12-30,Oeste,4.5,0.1396186421426264,35,M,Padrao,12
Fone de ouvido,Roupas,372.64834842078454,2023-09-04,Norte,2.0,0.21658318272424404,68,F,Padrao,9
Teclado,Escritório,529.1503711365224,2022-11-08,Leste,6.0,0.21102706200816418,41,F,Padrao,11
Teclado,Livros,420.61253541953715,2022-10-19,Norte,4.0,0.2620911947229157,44,F,Promocao,10
Teclado,Eletrônicos,388.89806011895257,2022-02-07,Sul,4.0,0.027748713338045027,69,M,BlackFriday,2
Livro,Roupas,661.2714048073169,2023-02-22,Oeste,5.0,0.11794518302107176,56,M,BlackFriday,2
Livro,Livros,553.7522759617717,2023-04-25,Norte,8.0,0.054074762073825375,33,M,BlackFriday,4
Mouse,Roupas,355.76103948298817,2023-07-04,Oeste,1.0,0.015231281445841592,39,M,Promocao,7
Tablet,Escritório,504.96928069653245,2022-07-28,Sul,9.0,0.2284581243910777,67,M,BlackFriday,7
Calça,Livros,136.1550002229657,2022-03-20,Leste,8.0,0.16010653830152305,56,F,Padrao,3
Camiseta,Roupas,779.8556308340759,2022-04-03,Oeste,4.0,0.2493857861815632,47,F,BlackFriday,4
Calça,Escritório,867.6543566547069,2022-12-03,Norte,12.0,0.0726007771881127,61,M,Promocao,12
Laptop,Eletrônicos,732.2204439118573,2022-10-22,Oeste,9.0,0.2410001488582751,26,F,Padrao,10
Calça,Eletrônicos,596.7187155072207,2023-03-21,Oeste,5.0,0.019326956502164816,67,F,Padrao,3
Calça,Eletrônicos,26.55209292304062,2023-05-02,Sul,4.0,0.10954366296478554,55,F,BlackFriday,5
Fone de ouvido,Escritório,489.8896151067208,2022-03-01,Sul,6.0,0.006905486876304945,66,M,BlackFriday,3
Camiseta,Eletrônicos,880.9978418275751,2022-06-27,Sul,7.0,0.11696193773527011,60,M,Promocao,6
Camiseta,Livros,814.3894098236809,2023-03-13,Norte,2.0,0.24947238296512558,38,F,Promocao,3
Livro,Eletrônicos,431.98544577995773,2022-07-21,Norte,1.0,0.05216461978806375,64,F,Padrao,7
Laptop,Escritório,294.3481232555069,2023-02-02,Oeste,2.0,0.14229227304977873,25,M,BlackFriday,2
Tablet,Livros,251.16076240356173,2022-09-22,Oeste,2.0,0.27764179906221215,36,F,Padrao,9
Fone de ouvido,Eletrônicos,240.30414369258,2023-07-25,Leste,4.0,0.002425632865794469,60,F,BlackFriday,7
Teclado,Livros,727.5944494893223,2023-03-13,Norte,5.0,0.07934348323168654,68,M,Padrao,3
Laptop,Roupas,355.6156016385873,2023-05-18,Leste,4.0,0.22942236606992003,63,M,Padrao,5
Calça,Eletrônicos,295.31019852450055,2022-01-27,Sul,3.0,0.23838538603473763,60,M,BlackFriday,1
Livro,Roupas,927.2806854784699,2023-07-13,Leste,2.0,0.07067831241640414,49,F,BlackFriday,7
Calça,Eletrônicos,463.69193216718895,2023-05-20,Leste,8.0,0.1984861229687617,32,M,Padrao,5
Livro,Escritório,433.78327989618964,2022-11-17,Leste,6.0,0.12386915166051649,65,M,Promocao,11
Smartphone,Escritório,923.2515224415885,2022-05-07,Norte,4.0,0.2330783742370504,32,M,BlackFriday,5
Livro,Livros,368.3920546513932,2023-05-21,Norte,8.0,0.15283311433638394,35,M,BlackFriday,5
Tablet,Escritório,251.1678504318959,2023-12-21,Leste,6.0,0.030026438114306796,59,M,Padrao,12
Livro,Eletrônicos,73.1419585652209,2022-02-17,Norte,1.0,0.2795396233347574,30,F,Promocao,2
Smartphone,Livros,119.22374265179725,2022-02-18,Sul,5.0,0.005020176086895245,38,F,Padrao,2
Camiseta,Escritório,670.0034918706432,2023-08-14,Sul,9.0,0.014875444671819858,19,M,Padrao,8
Mouse,Livros,280.1429350778554,2022-04-24,Norte,6.0,0.28350745664578325,67,F,Padrao,4
Livro,Escritório,171.59217768001645,2022-12-03,Leste,1.5,0.09942764092887313,32,F,BlackFriday,12
Teclado,Livros,511.951597049124,2023-04-16,Leste,6.0,0.27101925207860916,48,M,Promocao,4
Livro,Escritório,694.9600018702157,2023-07-08,Oeste,2.0,0.1291237581939228,61,F,Promocao,7
Calça,Escritório,544.8603365208143,2022-04-18,Leste,1.0,0.20659122598800364,53,F,Padrao,4
Livro,Eletrônicos,725.5420315500521,2022-09-14,Oeste,2.0,0.2291097267704895,63,F,Padrao,9
Tablet,Roupas,503.68095612743554,2023-07-02,Sul,7.0,0.1480724334197216,56,F,BlackFriday,7
Camiseta,Roupas,453.34971126072895,2022-10-09,Norte,7.0,0.07344415272603375,42,M,BlackFriday,10
Mouse,Roupas,651.2695131227281,2022-08-06,Norte,9.0,0.16071753648814122,37,M,Padrao,8
Fone de ouvido,Escritório,121.37168416571288,2023-01-01,Oeste,3.0,0.012105489009555348,59,M,Padrao,1
Cadeira,Escritório,719.1024026627133,2022-04-09,Oeste,2.0,0.1176586452996427,35,F,BlackFriday,4
Calça,Eletrônicos,482.8212249195523,2022-11-10,Leste,9.0,0.07524183716527381,61,F,Padrao,11
Smartphone,Roupas,816.5160828903789,2022-11-08,Sul,9.0,0.12737782239975437,31,F,BlackFriday,11
Calça,Escritório,52.320161588975225,2023-04-15,Leste,8.0,0.02005126118605691,62,F,Padrao,4
Camiseta,Escritório,971.98035206869,2022-09-26,Sul,5.0,0.14206472448717497,65,F,Padrao,9
Tablet,Escritório,698.2339375548202,2023-04-20,Sul,8.0,0.1650683573027562,30,M,BlackFriday,4
Mouse,Eletrônicos,31.28620410872867,2023-05-16,Leste,5.0,0.10240220107499089,46,M,BlackFriday,5
Livro,Roupas,587.2271687409053,2023-09-20,Oeste,8.0,0.04157157593224529,19,M,Promocao,9
Smartphone,Roupas,194.94154080000934,2023-07-19,Leste,8.0,0.06029928428041961,21,F,Padrao,7
Mouse,Livros,64.9009471305333,2022-12-15,Sul,12.0,0.14598469208285877,43,F,Promocao,12
Camiseta,Eletrônicos,591.1196350137499,2023-12-12,Norte,1.5,0.03290961023948961,22,F,Padrao,12
Tablet,Eletrônicos,719.8299800580876,2022-04-14,Oeste,8.0,0.2273874101092804,48,M,Promocao,4
Fone de ouvido,Livros,25.127334027539163,2023-09-16,Norte,7.0,0.28006331971588105,63,F,Promocao,9
Fone de ouvido,Roupas,696.0342901101448,2022-02-23,Oeste,2.0,0.04111879655098909,60,M,BlackFriday,2
Tablet,Escritório,637.2802968941648,2022-09-12,Oeste,7.0,0.016848022076713254,41,F,Padrao,9
Calça,Eletrônicos,386.4054891593202,2022-11-10,Norte,10.5,0.005989731840619538,39,M,Promocao,11
Tablet,Roupas,665.4968806147366,2022-05-29,Norte,4.0,0.139126648599051,64,F,Promocao,5
Livro,Roupas,419.530848904583,2023-01-15,Leste,4.0,0.08684256688508525,68,M,Promocao,1
Teclado,Eletrônicos,543.7453377168439,2022-05-02,Norte,9.0,0.1754063960487394,19,F,Promocao,5
Fone de ouvido,Roupas,981.2050841010024,2022-03-13,Oeste,8.0,0.19343647242687023,63,M,BlackFriday,3
Laptop,Escritório,102.84337408316193,2023-10-24,Oeste,9.0,0.268355552316194,19,F,Padrao,10
Calça,Roupas,627.6781421582228,2023-10-05,Norte,8.0,0.12701183313881306,66,M,Padrao,10
Calça,Escritório,414.5225522459717,2022-07-02,Oeste,2.0,0.08596336880794037,58,M,BlackFriday,7
Camiseta,Roupas,519.2264811547209,2023-12-08,Norte,7.5,0.07881897161111949,68,M,Padrao,12
Camiseta,Roupas,115.56690119613457,2022-08-30,Norte,6.0,0.15628339394262816,19,F,Promocao,8
Teclado,Escritório,491.7406677978286,2023-11-10,Oeste,12.0,0.09908691614611782,35,M,Padrao,11
Laptop,Livros,924.3349326235522,2022-08-30,Leste,2.0,0.015409950354444701,56,F,Promocao,8
Fone de ouvido,Roupas,488.57164586946624,2023-06-12,Oeste,5.0,0.1955542325531913,53,M,Padrao,6
Laptop,Eletrônicos,576.8823455254976,2022-02-16,Sul,6.0,0.27231890066022774,42,M,Promocao,2
Teclado,Escritório,683.4967512728915,2023-02-08,Oeste,7.0,0.0739748283591212,69,M,BlackFriday,2
Calça,Eletrônicos,356.820779300674,2023-03-19,Sul,6.0,0.14755104233866162,23,M,Promocao,3
Mouse,Roupas,202.9636436684582,2022-06-11,Sul,1.0,0.17892662155024816,56,M,Padrao,6
Teclado,Roupas,128.14983442450406,2023-01-06,Norte,8.0,0.09692122779093457,60,M,BlackFriday,1
Camiseta,Escritório,789.0408754335557,2023-01-05,Norte,4.0,0.004840617338192165,65,F,BlackFriday,1
Livro,Roupas,342.8517566174124,2022-02-02,Norte,5.0,0.15295516871104778,19,M,Promocao,2
Mouse,Roupas,351.2031132007979,2023-09-16,Sul,2.0,0.21073139001766258,44,F,Promocao,9
Calça,Roupas,202.77067599441173,2022-03-10,Sul,8.0,0.18322368191724112,55,F,Padrao,3
Teclado,Roupas,487.0497603714056,2023-04-04,Oeste,6.0,0.16922708007222412,58,F,Padrao,4
Fone de ouvido,Escritório,765.6998531678026,2023-12-29,Leste,9.0,0.20221617074669204,18,F,Promocao,12
Calça,Roupas,528.4642256037124,2022-05-14,Leste,1.0,0.13719345161509053,55,F,Padrao,5
Smartphone,Livros,153.60250368801337,2022-06-05,Oeste,8.0,0.07669884737765598,34,M,Promocao,6
Calça,Livros,829.7713722552417,2022-10-05,Leste,5.0,0.1947609212357863,62,F,BlackFriday,10
Laptop,Roupas,376.22802229407125,2022-03-25,Norte,3.0,0.16437885375351025,19,M,Promocao,3
Camiseta,Eletrônicos,581.8677209714461,2022-07-21,Norte,9.0,0.12869686171919575,57,M,BlackFriday,7
Camiseta,Eletrônicos,809.4730962030421,2023-08-15,Norte,1.0,0.17913849675545157,40,F,BlackFriday,8
Calça,Eletrônicos,397.6088088901443,2023-10-15,Norte,3.0,0.032494119998516466,56,M,Promocao,10
Cadeira,Eletrônicos,877.188950154623,2022-12-12,Leste,10.5,0.201308416493202,61,M,Promocao,12
Cadeira,Eletrônicos,442.2032916059631,2022-02-23,Sul,9.0,0.2886467364268449,68,F,Padrao,2
Fone de ouvido,Roupas,125.01748343570388,2023-05-30,Norte,5.0,0.291909571751275,21,F,Padrao,5
Fone de ouvido,Eletrônicos,205.16168929201734,2023-09-15,Oeste,1.0,0.18749437206389769,18,M,BlackFriday,9
Livro,Eletrônicos,247.49898522495775,2023-02-28,Sul,8.0,0.16698937045780832,18,M,Promocao,2
Fone de ouvido,Livros,259.52952024737135,2022-12-21,Sul,12.0,0.0003917608208299006,24,F,Padrao,12
Tablet,Eletrônicos,325.6934269826429,2023-06-01,Oeste,7.0,0.18064518401069615,24,F,BlackFriday,6
Laptop,Livros,473.03788210549874,2022-08-24,Leste,9.0,0.27274277253410223,56,F,Padrao,8
Livro,Eletrônicos,198.51109017178706,2022-08-29,Sul,9.0,0.005120250155939765,60,M,BlackFriday,8
Cadeira,Escritório,444.6680511317222,2023-01-31,Leste,7.0,0.13262139491490993,52,M,Promocao,1
Laptop,Livros,660.4981426696769,2022-06-24,Oeste,7.0,0.02070842655795373,41,F,Promocao,6
Teclado,Eletrônicos,695.3859207631842,2022-12-24,Norte,3.0,0.062331061077486566,47,M,Padrao,12
Calça,Roupas,577.5201360246465,2023-01-20,Oeste,9.0,0.1567112451165978,67,F,Promocao,1
Smartphone,Eletrônicos,534.9324176169767,2023-05-26,Norte,6.0,0.09987167301799389,24,F,Padrao,5
Fone de ouvido,Eletrônicos,335.7253184966906,2023-04-03,Norte,2.0,0.11137968485974166,49,F,BlackFriday,4
Tablet,Eletrônicos,635.5268646208725,2023-07-11,Oeste,3.0,0.03169631820696349,67,M,Padrao,7
Calça,Eletrônicos,666.3275946723036,2022-08-28,Sul,1.0,0.14687380311104087,20,F,BlackFriday,8
Cadeira,Roupas,914.9485751108058,2023-11-07,Oeste,7.5,0.2626296248342269,56,F,Padrao,11
Livro,Escritório,451.7904068793799,2023-05-07,Norte,2.0,0.13837025096270883,50,M,BlackFriday,5
Mouse,Roupas,59.67570816904073,2023-02-28,Oeste,3.0,0.014926431465369261,34,M,BlackFriday,2
Mouse,Escritório,552.1329967244699,2023-12-07,Norte,4.5,0.17944274627193002,50,F,Padrao,12
Smartphone,Escritório,265.6540686506863,2023-05-27,Sul,8.0,0.007900023119687526,28,M,BlackFriday,5
Laptop,Eletrônicos,946.0681966163445,2023-05-29,Leste,7.0,0.1553778245294054,24,M,Promocao,5
Smartphone,Escritório,597.4364348008758,2023-10-16,Sul,1.0,0.03436047421536609,40,F,Padrao,10
Mouse,Eletrônicos,879.5083862265798,2022-05-16,Sul,2.0,0.18503700383861257,35,F,BlackFriday,5
Fone de ouvido,Livros,970.4151153159804,2023-07-06,Sul,5.0,0.09700437571779781,48,M,Padrao,7
Livro,Escritório,679.5363778548138,2023-02-10,Norte,9.0,0.25513592993888873,42,M,Promocao,2
Mouse,Escritório,834.954128002358,2023-12-03,Leste,1.5,0.07143396788345154,24,F,Padrao,12
Cadeira,Escritório,113.52056498819086,2023-08-26,Leste,2.0,0.11504981478644069,58,F,BlackFriday,8
Livro,Escritório,488.0790644235402,2023-01-07,Leste,7.0,0.1714113638019816,51,M,Promocao,1
Smartphone,Livros,407.61103396250854,2023-10-05,Oeste,1.0,0.05061287786641626,66,F,Padrao,10
Calça,Livros,277.0267902953514,2022-08-21,Leste,3.0,0.021776081089732936,28,M,Padrao,8
Smartphone,Escritório,232.35938093000354,2022-02-05,Oeste,7.0,0.23228824940381826,48,M,BlackFriday,2
Fone de ouvido,Escritório,824.978306954127,2023-06-24,Leste,1.0,0.03230133621680711,26,F,Promocao,6
Calça,Livros,87.49717399304738,2023-05-24,Norte,2.0,0.26991021590956665,33,M,Promocao,5
Teclado,Eletrônicos,783.2006403362881,2022-11-19,Leste,12.0,0.2807063497095449,42,F,Promocao,11
Camiseta,Escritório,70.96599344869546,2023-04-22,Oeste,5.0,0.2039532892612447,48,M,Padrao,4
Cadeira,Roupas,337.3909890026267,2023-08-14,Oeste,8.0,0.12870005347924918,59,M,Promocao,8
Camiseta,Livros,813.6695201133053,2023-01-01,Sul,7.0,0.23566015755792505,26,M,BlackFriday,1
Calça,Escritório,482.98406925186697,2023-06-16,Sul,7.0,0.05111440182720237,23,M,Padrao,6
Camiseta,Roupas,305.25904352248585,2023-01-03,Sul,3.0,0.14180204806315244,49,M,Padrao,1
Laptop,Escritório,787.1322146294953,2022-12-03,Sul,3.0,0.17793987291599903,33,M,Padrao,12
Fone de ouvido,Roupas,863.6613883630313,2022-02-04,Oeste,8.0,0.201628875858786,18,M,Padrao,2
Teclado,Escritório,901.2234430705428,2023-09-29,Oeste,5.0,0.2075160539474322,66,F,BlackFriday,9
Camiseta,Escritório,807.324670260753,2023-02-26,Leste,3.0,0.050812059495041105,30,M,BlackFriday,2
Smartphone,Eletrônicos,648.4727017537177,2023-11-14,Leste,7.5,0.24390221159568012,39,M,Promocao,11
Laptop,Eletrônicos,646.45566486496,2022-05-24,Leste,6.0,0.03553904754748156,49,F,Promocao,5
Teclado,Eletrônicos,190.8384909214513,2023-07-01,Norte,8.0,0.14490427217972718,23,F,Promocao,7
Mouse,Roupas,543.1132097958523,2022-01-17,Leste,9.0,0.2995644308644823,29,F,Padrao,1
Smartphone,Livros,615.0884010729716,2023-05-04,Leste,9.0,0.19496427896703283,27,M,Padrao,5
Tablet,Escritório,647.462953490165,2023-05-12,Sul,5.0,0.12493307842634649,53,F,Padrao,5
Fone de ouvido,Eletrônicos,506.713553384301,2023-07-31,Sul,5.0,0.17407564961323752,64,M,Promocao,7
Cadeira,Eletrônicos,535.7492607891486,2022-08-12,Sul,9.0,0.03283224018865093,60,M,Padrao,8
Cadeira,Escritório,472.96499699532416,2023-07-21,Norte,7.0,0.08925757144379455,35,F,Padrao,7
Fone de ouvido,Roupas,652.2236835821662,2023-10-09,Norte,2.0,0.028293971947470107,33,M,Padrao,10
Smartphone,Eletrônicos,299.94586639416997,2022-11-22,Sul,10.5,0.05399501622368854,34,M,BlackFriday,11
Cadeira,Livros,371.29625947620974,2023-09-06,Sul,5.0,0.18897613165680419,37,F,Padrao,9
Cadeira,Eletrônicos,884.7647085143758,2023-03-21,Norte,8.0,0.1452077067510912,34,M,Padrao,3
Tablet,Eletrônicos,667.6816146652715,2022-10-29,Sul,4.0,0.18239151690894087,44,M,Promocao,10
Livro,Eletrônicos,236.15074414467782,2023-02-26,Sul,4.0,0.20142557264951566,46,F,BlackFriday,2
Camiseta,Escritório,59.00920178079845,2023-11-09,Oeste,12.0,0.012013151745703332,33,F,Promocao,11
Camiseta,Escritório,395.67469923378053,2023-11-17,Leste,12.0,0.23399931175496386,36,M,Promocao,11
Livro,Eletrônicos,678.5573612532343,2022-03-13,Norte,3.0,0.007631342134568308,56,M,Promocao,3
Mouse,Livros,837.0322568288766,2022-05-20,Norte,2.0,0.261349056414198,21,F,BlackFriday,5
Cadeira,Roupas,776.8473141256244,2023-09-01,Norte,6.0,0.29390329843760393,63,M,Promocao,9
Mouse,Escritório,146.86348029944622,2022-05-02,Norte,7.0,0.18743211447341757,51,M,Promocao,5
Tablet,Livros,105.21135436127445,2023-05-11,Sul,1.0,0.249997190500399,58,M,Padrao,5
Fone de ouvido,Livros,881.4998067396747,2023-12-18,Leste,12.0,0.20782222406204545,22,M,Promocao,12
Livro,Eletrônicos,913.2609129513417,2022-09-23,Oeste,8.0,0.29893425721469635,69,M,Padrao,9
Cadeira,Eletrônicos,553.3323095287777,2023-03-02,Leste,5.0,0.19985508116646505,40,M,Padrao,3
